Wall time,Step,Value
1593383966.6707788,101,0.5031315684318542
1593384135.3546114,201,0.5928250551223755
1593384304.0242484,301,0.5928750038146973
1593384472.9942987,401,0.5918207764625549
1593384641.7010944,501,0.5927443504333496
1593384809.9024994,601,0.5945253968238831
1593384978.213959,701,0.5941365957260132
1593385146.2647414,801,0.595058262348175
1593385315.5478263,901,0.5907264351844788
1593385483.4904723,1001,0.5954414010047913
1593385653.480382,1101,0.5882701873779297
1593385821.729087,1201,0.5943582653999329
1593385990.322964,1301,0.5931413173675537
1593386159.090471,1401,0.5925310850143433
1593386327.6312246,1501,0.5933283567428589
1593386496.8032181,1601,0.591114342212677
1593386665.0505161,1701,0.594363272190094
1593386833.20724,1801,0.5946832895278931
1593387002.2671103,1901,0.5915064811706543
1593387171.6167898,2001,0.5904941558837891
1593387340.2692683,2101,0.5929353833198547
1593387509.3253944,2201,0.5915194153785706
1593387677.934645,2301,0.5930872559547424
1593387847.2023656,2401,0.5907801389694214
1593388015.8518183,2501,0.5929458141326904
1593388184.3452451,2601,0.5934949517250061
1593388354.375753,2701,0.5881298184394836
1593388524.6176064,2801,0.5873995423316956
1593388693.5630548,2901,0.5919071435928345
1593388862.6283865,3001,0.5914872884750366
1593389031.2750258,3101,0.5929558277130127
1593389199.9284072,3201,0.5929319858551025
1593389368.597824,3301,0.5928757190704346
1593389538.4103334,3401,0.5888848304748535
1593389706.2356482,3501,0.5958576202392578
1593389874.6980593,3601,0.5936042666435242
1593390044.0208418,3701,0.5905879735946655
1593390212.6899416,3801,0.5928768515586853
1593390382.431456,3901,0.5891310572624207
1593390550.9384508,4001,0.5934471487998962
1593390733.7126765,4101,0.5471230745315552
1593390911.379938,4201,0.5628499388694763
1593391080.2707682,4301,0.5920984745025635
1593391248.0537293,4401,0.5960081219673157
1593391414.8525379,4501,0.5995246767997742
1593391582.9720943,4601,0.5948148369789124
1593391750.584145,4701,0.596615731716156
1593391918.3160977,4801,0.5961894392967224
1593392084.440412,4901,0.6019587516784668
1593392252.1593153,5001,0.5962357521057129
1593392420.3363857,5101,0.5946113467216492
1593392587.2373369,5201,0.5991577506065369
1593392753.853409,5301,0.6001821756362915
1593392920.5180628,5401,0.6000072956085205
1593393087.3612468,5501,0.5993651747703552
1593393255.5276306,5601,0.5946493744850159
1593393423.2989948,5701,0.5960490703582764
1593393591.2222955,5801,0.595509946346283
1593393757.6292472,5901,0.6009365320205688
1593393924.2731292,6001,0.6000819802284241
1593394092.042405,6101,0.5960566997528076
1593394258.3885262,6201,0.6011562943458557
1593394426.5583982,6301,0.5946367383003235
1593394593.6695044,6401,0.5984042286872864
1593394761.3259733,6501,0.5964577794075012
1593394928.8336003,6601,0.596987783908844
1593395095.918899,6701,0.598496675491333
1593395262.431123,6801,0.600556492805481
1593395428.922609,6901,0.6006313562393188
1593395596.0816824,7001,0.5982325077056885
1593395762.632536,7101,0.6004173159599304
1593395928.8341508,7201,0.6016787886619568
1593396095.5754182,7301,0.5997315645217896
1593396261.9219189,7401,0.6011548042297363
1593396428.7080617,7501,0.5995701551437378
1593396596.6087599,7601,0.5955901145935059
1593396762.8649957,7701,0.6014812588691711
1593396929.0904253,7801,0.6015927791595459
1593397096.2566082,7901,0.5982070565223694
1593397262.706916,8001,0.6007797718048096
1593397442.458736,8101,0.5563226342201233
1593397608.617518,8201,0.6018339395523071
1593397774.303917,8301,0.6035498976707458
1593397940.7771907,8401,0.6006971597671509
1593398107.676998,8501,0.5991617441177368
1593398274.3565993,8601,0.5999534726142883
1593398441.4785557,8701,0.5983653664588928
1593398607.8827903,8801,0.6009461879730225
1593398773.7814918,8901,0.6027774810791016
1593398939.8357291,9001,0.6022129058837891
1593399107.324413,9101,0.5970553159713745
1593399274.0666733,9201,0.599727988243103
1593399440.5653906,9301,0.6006052494049072
1593399606.875605,9401,0.6012859344482422
1593399773.222101,9501,0.6011548042297363
1593399940.355524,9601,0.5983244180679321
1593400106.5957382,9701,0.6015390753746033
1593400274.217341,9801,0.5965818166732788
1593400440.482289,9901,0.6014496684074402
1593400607.7811217,10001,0.5977327823638916
1593400774.3323388,10101,0.6004158854484558
1593400941.2243648,10201,0.5991898775100708
1593401108.8780067,10301,0.5964677929878235
1593401276.273752,10401,0.5973867774009705
1593401443.1916573,10501,0.5990972518920898
1593401610.9337907,10601,0.5961528420448303
1593401778.8708503,10701,0.5954611301422119
1593401946.0170178,10801,0.5982787609100342
1593402112.101513,10901,0.6021031737327576
1593402278.7286003,11001,0.6001427173614502
1593402445.6253943,11101,0.5991724729537964
1593402612.3119664,11201,0.5999284386634827
1593402779.8944635,11301,0.5967209935188293
1593402947.536347,11401,0.596509575843811
1593403114.3124008,11501,0.5996066331863403
1593403281.4094436,11601,0.598454475402832
1593403448.8703072,11701,0.5971544981002808
1593403616.0347302,11801,0.5982133150100708
1593403783.0427246,11901,0.5987741947174072
1593403950.200001,12001,0.5982385873794556
1593404131.1005433,12101,0.5527899265289307
1593404298.2890155,12201,0.5981273651123047
1593404465.2518325,12301,0.5989357233047485
