Wall time,Step,Value
1593383767.9160254,1,1.2352647615898604e-07
1593383966.6713576,101,1.2476172742026392e-05
1593384135.355307,201,2.482881973264739e-05
1593384304.024826,301,3.718146763276309e-05
1593384472.9950287,401,4.9534115532878786e-05
1593384641.702101,501,6.188676343299448e-05
1593384809.9031103,601,7.423941133311018e-05
1593384978.2151582,701,8.659205923322588e-05
1593385146.2654133,801,9.894470713334158e-05
1593385315.548392,901,0.00011129735503345728
1593385483.4911616,1001,0.00012364999565761536
1593385653.4809918,1101,0.00013600265083368868
1593385821.729649,1201,0.00014835529145784676
1593385990.323718,1301,0.00016070793208200485
1593386159.0910883,1401,0.00017306060180999339
1593386327.636996,1501,0.00018541324243415147
1593386496.803958,1601,0.00019776586850639433
1593386665.051105,1701,0.00021011852368246764
1593386833.208015,1801,0.00022247116430662572
1593387002.2681255,1901,0.00023482381948269904
1593387171.6174781,2001,0.00024717647465877235
1593387340.2702985,2101,0.0002595291007310152
1593387509.3259685,2201,0.0002718817559070885
1593387677.9360547,2301,0.00028423441108316183
1593387847.2030509,2401,0.00029658706625923514
1593388015.8526552,2501,0.00030893972143530846
1593388184.3459444,2601,0.0003212923475075513
1593388354.3764393,2701,0.0003336450026836246
1593388524.618285,2801,0.0003459976287558675
1593388693.563666,2901,0.0003583502839319408
1593388862.6290572,3001,0.0003707029391080141
1593389031.275564,3101,0.00038305556518025696
1593389199.9290535,3201,0.0003954082203563303
1593389368.5985081,3301,0.0004077608755324036
1593389538.4125404,3401,0.0004201135307084769
1593389706.2361763,3501,0.00043246615678071976
1593389874.6986847,3601,0.00044481881195679307
1593390044.0217395,3701,0.0004571714671328664
1593390212.6905427,3801,0.0004695241223089397
1593390382.4320905,3901,0.000481876777485013
1593390550.9391527,4001,0.0004942294326610863
1593390733.713654,4101,0.0005065820878371596
1593390911.3808007,4201,0.000518934684805572
1593391080.2716508,4301,0.0005312873399816453
1593391248.05436,4401,0.0005436399951577187
1593391414.8531382,4501,0.000555992650333792
1593391582.9727473,4601,0.0005683453055098653
1593391750.5849967,4701,0.0005806979606859386
1593391918.3167799,4801,0.0005930506158620119
1593392084.4409988,4901,0.0006054032710380852
1593392252.1599126,5001,0.0006177558680064976
1593392420.3369792,5101,0.0006301085231825709
1593392587.2378838,5201,0.0006424611783586442
1593392753.853922,5301,0.0006548138335347176
1593392920.5187905,5401,0.0006671664887107909
1593393087.3618581,5501,0.0006795191438868642
1593393255.529074,5601,0.0006918717990629375
1593393423.299566,5701,0.0007042244542390108
1593393591.22282,5801,0.0007165771094150841
1593393757.6297686,5901,0.0007289297063834965
1593393924.2737021,6001,0.0007412823615595698
1593394092.0429137,6101,0.0007536350167356431
1593394258.3890476,6201,0.0007659876719117165
1593394426.558952,6301,0.0007783403270877898
1593394593.6701891,6401,0.0007906929822638631
1593394761.3266315,6501,0.0008030456374399364
1593394928.8344233,6601,0.0008153982926160097
1593395095.9194345,6701,0.000827750947792083
1593395262.4317858,6801,0.0008401035447604954
1593395428.9233077,6901,0.0008524561999365687
1593395596.0825446,7001,0.000864808855112642
1593395762.633093,7101,0.0008771615102887154
1593395928.8347287,7201,0.0008895141654647887
1593396095.5760105,7301,0.000901866820640862
1593396261.9237707,7401,0.0009142194758169353
1593396428.708631,7501,0.0009265721309930086
1593396596.6093287,7601,0.0009389246697537601
1593396762.865501,7701,0.0009512773249298334
1593396929.0910594,7801,0.0009636299801059067
