Wall time,Step,Value
1593383767.9160254,1,3.611924409866333
1593383966.6713576,101,0.9131447672843933
1593384135.355307,201,0.7093271017074585
1593384304.024826,301,0.574265718460083
1593384472.9950287,401,0.5320838093757629
1593384641.702101,501,0.48038816452026367
1593384809.9031103,601,0.4811146557331085
1593384978.2151582,701,0.5079846382141113
1593385146.2654133,801,0.5735760927200317
1593385315.548392,901,0.8077043890953064
1593385483.4911616,1001,1.055938482284546
1593385653.4809918,1101,1.0509686470031738
1593385821.729649,1201,1.0947929620742798
1593385990.323718,1301,1.2945891618728638
1593386159.0910883,1401,1.5979270935058594
1593386327.636996,1501,1.372438907623291
1593386496.803958,1601,1.5968408584594727
1593386665.051105,1701,1.6350886821746826
1593386833.208015,1801,1.900223970413208
1593387002.2681255,1901,1.8661938905715942
1593387171.6174781,2001,1.8914064168930054
1593387340.2702985,2101,1.9911912679672241
1593387509.3259685,2201,2.323617696762085
1593387677.9360547,2301,2.384976387023926
1593387847.2030509,2401,2.435943841934204
1593388015.8526552,2501,2.552572011947632
1593388184.3459444,2601,2.5417943000793457
1593388354.3764393,2701,2.6944870948791504
1593388524.618285,2801,2.9583916664123535
1593388693.563666,2901,3.5181422233581543
1593388862.6290572,3001,3.3149642944335938
1593389031.275564,3101,3.877086877822876
1593389199.9290535,3201,4.185695648193359
1593389368.5985081,3301,4.286438465118408
1593389538.4125404,3401,4.644698619842529
1593389706.2361763,3501,5.471724987030029
1593389874.6986847,3601,4.636053562164307
1593390044.0217395,3701,4.954157829284668
1593390212.6905427,3801,6.9498419761657715
1593390382.4320905,3901,5.973392963409424
1593390550.9391527,4001,13.95334243774414
1593390733.713654,4101,10.478423118591309
1593390911.3808007,4201,5.913260459899902
1593391080.2716508,4301,6.820489406585693
1593391248.05436,4401,8.142276763916016
1593391414.8531382,4501,6.819343090057373
1593391582.9727473,4601,22.507217407226562
1593391750.5849967,4701,9.321877479553223
1593391918.3167799,4801,7.875438690185547
1593392084.4409988,4901,7.643698692321777
1593392252.1599126,5001,8.54813289642334
1593392420.3369792,5101,20.73635482788086
1593392587.2378838,5201,20.867431640625
1593392753.853922,5301,44.97782516479492
1593392920.5187905,5401,39.89155578613281
1593393087.3618581,5501,369.5015563964844
1593393255.529074,5601,9.733593940734863
1593393423.299566,5701,529.6006469726562
1593393591.22282,5801,102.6858901977539
1593393757.6297686,5901,8.24311351776123
1593393924.2737021,6001,25.688488006591797
1593394092.0429137,6101,13.180290222167969
1593394258.3890476,6201,10.751437187194824
1593394426.558952,6301,14.88538932800293
1593394593.6701891,6401,11.037190437316895
1593394761.3266315,6501,17.34121322631836
1593394928.8344233,6601,9.4704008102417
1593395095.9194345,6701,9.505744934082031
1593395262.4317858,6801,nan
1593395428.9233077,6901,nan
1593395596.0825446,7001,nan
1593395762.633093,7101,nan
1593395928.8347287,7201,nan
1593396095.5760105,7301,nan
1593396261.9237707,7401,nan
1593396428.708631,7501,nan
1593396596.6093287,7601,nan
1593396762.865501,7701,nan
1593396929.0910594,7801,nan
1593397096.2571507,7901,nan
1593397262.707545,8001,nan
1593397442.4592593,8101,nan
1593397608.6249354,8201,nan
1593397774.3045313,8301,nan
1593397940.777779,8401,nan
1593398107.677515,8501,nan
1593398274.357141,8601,nan
1593398441.4791882,8701,nan
1593398607.8839447,8801,nan
